id,daily_times
5612,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
9646,"{'lundi': [], 'mardi': ['15'], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
2787,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['17'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
4379,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
4381,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
5389,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['1']}"
3278,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['26'], 'dimanche': []}"
4394,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
4353,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
4398,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
7731,"{'lundi': [], 'mardi': [], 'mercredi': ['5', '19', '2', '9', '30'], 'jeudi': ['20'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
8879,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['16'], 'samedi': [], 'dimanche': []}"
8884,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['23']}"
7525,"{'lundi': [], 'mardi': [], 'mercredi': ['11h-18h'], 'jeudi': ['11h-18h'], 'vendredi': ['11h-18h'], 'samedi': ['11h-18h'], 'dimanche': ['11h-18h']}"
4400,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
3267,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
3274,"{'lundi': ['1', '21'], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['19'], 'dimanche': []}"
1258,"{'lundi': [], 'mardi': ['22'], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
10236,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
10027,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
3990,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
11846,"{'lundi': [], 'mardi': [], 'mercredi': ['7'], 'jeudi': ['8'], 'vendredi': ['9'], 'samedi': ['10'], 'dimanche': ['11']}"
1259,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['25'], 'samedi': [], 'dimanche': []}"
6285,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['19'], 'dimanche': []}"
7589,"{'lundi': [], 'mardi': [], 'mercredi': ['16'], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
6313,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['26'], 'dimanche': []}"
6015,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['22'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
5120,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
6380,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['27', '31'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
613,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['9h30', '1'], 'dimanche': []}"
614,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['9h30', '1'], 'dimanche': []}"
9124,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['1'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
5122,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
5124,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
6491,"{'lundi': ['14'], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['18'], 'samedi': ['19'], 'dimanche': ['20']}"
3736,"{'lundi': [], 'mardi': ['1'], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
3753,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['6'], 'samedi': ['7', '7'], 'dimanche': ['8']}"
9281,"{'lundi': [], 'mardi': ['3'], 'mercredi': [], 'jeudi': ['5', '12'], 'vendredi': [], 'samedi': ['7'], 'dimanche': ['8']}"
11941,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
11946,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
6523,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['9h30', '1'], 'dimanche': []}"
6526,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['9h30', '1'], 'dimanche': []}"
3776,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['27', '31'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
3780,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['27', '31'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
2538,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['26'], 'dimanche': []}"
8342,"{'lundi': [], 'mardi': [], 'mercredi': ['22'], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
3996,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
6607,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['10'], 'dimanche': []}"
612,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['9h30', '1'], 'dimanche': []}"
6620,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
9234,"{'lundi': ['14'], 'mardi': ['15', '22'], 'mercredi': ['23'], 'jeudi': ['17'], 'vendredi': ['18'], 'samedi': [], 'dimanche': []}"
130,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['30']}"
9381,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
1301,"{'lundi': [], 'mardi': ['11h-19h'], 'mercredi': ['11h-19h'], 'jeudi': ['11h-19h'], 'vendredi': ['11h-19h'], 'samedi': ['11h-19h'], 'dimanche': ['11h-19h']}"
1423,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['10'], 'dimanche': []}"
6618,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
1573,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['30']}"
6616,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
4396,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
8480,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['6', '10h-18h'], 'dimanche': []}"
9115,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
8293,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
4289,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['8'], 'vendredi': ['9'], 'samedi': ['10'], 'dimanche': []}"
11584,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
11586,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
8354,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['14'], 'samedi': [], 'dimanche': []}"
7218,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['9h30', '1'], 'dimanche': []}"
9135,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['25'], 'samedi': [], 'dimanche': []}"
7592,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['17'], 'dimanche': []}"
4404,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
7734,"{'lundi': [], 'mardi': ['08'], 'mercredi': [], 'jeudi': ['03', '10'], 'vendredi': [], 'samedi': ['05', '05'], 'dimanche': ['06']}"
4402,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
9113,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
9119,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
9121,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
9165,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['10'], 'dimanche': []}"
6534,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['17'], 'dimanche': []}"
6612,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
7677,"{'lundi': [], 'mardi': ['5'], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
4389,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
9111,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
9387,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
8289,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
8294,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
4412,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
4414,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
9120,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
5600,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['10'], 'dimanche': []}"
9116,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
9749,"{'lundi': [], 'mardi': [], 'mercredi': ['23'], 'jeudi': [], 'vendredi': [], 'samedi': ['24'], 'dimanche': []}"
5359,"{'lundi': [], 'mardi': [], 'mercredi': ['30'], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
5382,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['14']}"
5388,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['15']}"
9223,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['9h'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
9224,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['9h'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
7730,"{'lundi': [], 'mardi': [], 'mercredi': ['5', '19', '2', '9', '30'], 'jeudi': ['20'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
10025,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
5409,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['24'], 'dimanche': []}"
9235,"{'lundi': [], 'mardi': ['13'], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
9233,"{'lundi': ['14'], 'mardi': ['15', '22'], 'mercredi': ['23'], 'jeudi': ['17'], 'vendredi': ['18'], 'samedi': [], 'dimanche': []}"
9252,"{'lundi': ['14'], 'mardi': [], 'mercredi': ['15'], 'jeudi': ['17'], 'vendredi': ['18'], 'samedi': ['19'], 'dimanche': []}"
3998,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
4009,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['18']}"
5608,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
5609,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
5611,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
2045,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['9h30', '1'], 'dimanche': []}"
5530,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['10h-18h'], 'samedi': [], 'dimanche': []}"
9295,"{'lundi': [], 'mardi': [], 'mercredi': ['30'], 'jeudi': [], 'vendredi': ['18'], 'samedi': [], 'dimanche': ['20']}"
5593,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['27']}"
5598,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['10'], 'dimanche': []}"
9665,"{'lundi': ['21'], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['20']}"
6518,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['12'], 'dimanche': []}"
9076,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['22'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
6602,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
4970,"{'lundi': [], 'mardi': [], 'mercredi': ['24'], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
9201,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['16', '16'], 'samedi': ['17'], 'dimanche': ['18', '18']}"
6359,"{'lundi': [], 'mardi': [], 'mercredi': ['30'], 'jeudi': [], 'vendredi': ['18'], 'samedi': [], 'dimanche': ['20']}"
7216,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['9h30', '1'], 'dimanche': []}"
10945,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['13'], 'dimanche': []}"
1160,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
10026,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
3826,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['27']}"
4383,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
1161,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
6041,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
4937,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
4408,"{'lundi': [], 'mardi': ['10h-18h'], 'mercredi': ['10h-18h'], 'jeudi': ['10h-18h'], 'vendredi': ['10h-18h'], 'samedi': ['10h-18h'], 'dimanche': []}"
6362,"{'lundi': [], 'mardi': [], 'mercredi': ['30'], 'jeudi': [], 'vendredi': ['18'], 'samedi': [], 'dimanche': ['20']}"
6535,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['9h30', '1'], 'dimanche': []}"
1294,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['26'], 'dimanche': []}"
9424,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['31'], 'dimanche': []}"
9425,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['4', '11', '18', '25']}"
5991,"{'lundi': [], 'mardi': [], 'mercredi': ['9'], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
9226,"{'lundi': ['28'], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
9649,"{'lundi': [], 'mardi': ['26'], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
9778,"{'lundi': ['5'], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
9885,"{'lundi': [], 'mardi': ['27', '9h00-12h30'], 'mercredi': ['9h00-12h30'], 'jeudi': [], 'vendredi': ['9h00-12h30'], 'samedi': ['9h00-12h30'], 'dimanche': []}"
9890,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['26'], 'dimanche': []}"
1846,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['30'], 'samedi': [], 'dimanche': []}"
3761,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['26'], 'dimanche': []}"
6311,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['20']}"
1302,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['25'], 'dimanche': ['26']}"
9946,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': ['18'], 'samedi': [], 'dimanche': []}"
10028,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
9069,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['19'], 'dimanche': ['20']}"
9110,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
10308,"{'lundi': [], 'mardi': [], 'mercredi': ['23'], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
10550,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['30']}"
9279,"{'lundi': [], 'mardi': ['3'], 'mercredi': [], 'jeudi': ['5', '12'], 'vendredi': [], 'samedi': ['7'], 'dimanche': ['8']}"
9750,"{'lundi': [], 'mardi': [], 'mercredi': ['23'], 'jeudi': [], 'vendredi': [], 'samedi': ['24'], 'dimanche': []}"
9276,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['19'], 'dimanche': []}"
9360,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['10'], 'dimanche': []}"
9379,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['10'], 'dimanche': []}"
10029,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
9296,"{'lundi': [], 'mardi': [], 'mercredi': ['30'], 'jeudi': [], 'vendredi': ['18'], 'samedi': [], 'dimanche': ['20']}"
9298,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['27', '31'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
2754,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': ['10'], 'vendredi': [], 'samedi': [], 'dimanche': []}"
4230,"{'lundi': [], 'mardi': ['29'], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': []}"
9517,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['25']}"
9112,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': ['5'], 'dimanche': []}"
10551,"{'lundi': [], 'mardi': [], 'mercredi': [], 'jeudi': [], 'vendredi': [], 'samedi': [], 'dimanche': ['30']}"
